uf_busca,cidade_busca,universidade_nome,campus_nome,nome,grau,turno,mensalidade,bolsa_integral_cotas,bolsa_integral_ampla,bolsa_parcial_cotas,bolsa_parcial_ampla,nota_integral_ampla,nota_integral_cotas,nota_parcial_ampla,nota_parcial_cotas
PI,Picos,Instituto de Educação Superior Raimundo Sá - IESRSA,INSTITUTO DE EDUCAÇÃO SUPERIOR RAIMUNDO SÁ - Altamira,Jornalismo,Bacharelado,Noturno,297.00,1,,,,593.26,,,
PI,Teresina,Faculdade Estácio de Teresina - ESTÁCIO TERESINA,TERESINA - São João,Jornalismo,Bacharelado,Noturno,770.00,1,,,,586.06,,,
PI,Teresina,Instituto de Ensino Superior de Teresina - IEST,FATIMA - Fátima,Letras,Bacharelado,Matutino,409.11,2,1,,,592.98,577.08,,
PI,Teresina,Instituto de Ensino Superior de Teresina - IEST,FATIMA - Fátima,Letras,Bacharelado,Noturno,409.11,2,1,,,531.40,574.34,,
PI,Teresina,Centro Universitário Cenecista de Osório - Unicnec - UNICNEC,POLO - TERESINA - Teresina,Letras - Português,Licenciatura,Curso a Distância,333.00,1,,,,585.66,,,
PI,Teresina,Instituto de Ensino Superior de Teresina - IEST,UNIDADE WALFRAM - São Cristóvão,Letras - Português e Inglês,Licenciatura,Matutino,409.11,2,1,,,599.62,607.30,,
PI,Teresina,Instituto de Ensino Superior de Teresina - IEST,UNIDADE WALFRAM - São Cristóvão,Letras - Português e Inglês,Licenciatura,Noturno,409.11,2,1,,,585.10,578.98,,
PI,Floriano,Centro Universitário Internacional - Uninter - UNINTER,FLORIANO - Irapuá I,Logística,Tecnológico,Curso a Distância,278.00,1,,,,571.98,,,
PI,Teresina,Centro Universitário Cenecista de Osório - Unicnec - UNICNEC,POLO - TERESINA - Teresina,Logística,Tecnológico,Curso a Distância,333.00,1,,,,556.20,,,
PI,Teresina,Centro Universitário Internacional - Uninter - UNINTER,PÓLO EAD - TERESINA (PAISSANDÚ) - Centro,Logística,Tecnológico,Curso a Distância,278.00,1,,,,562.20,,,
PI,Teresina,Faculdade Integral Diferencial - FACID,UNIDADE SEDE - Horto Florestal,Logística,Tecnológico,Matutino,602.24,1,,,,539.64,,,
PI,Teresina,Faculdade Integral Diferencial - FACID,UNIDADE SEDE - Horto Florestal,Logística,Tecnológico,Noturno,602.24,,,,17,,,486.18,
PI,Teresina,Faculdade Unirb - Piauí,CAMPUS PRINCIPAL - Centro,Logística,Tecnológico,Matutino,350.00,1,,2,1,547.10,,532.84,528.14
PI,Teresina,Faculdade Unirb - Piauí,CAMPUS PRINCIPAL - Centro,Logística,Tecnológico,Noturno,350.00,1,,2,1,582.26,,518.36,527.66
PI,Picos,Centro Universitário Internacional - Uninter - UNINTER,PAP PICOS - Canto da Várzea,Marketing,Tecnológico,Curso a Distância,270.00,1,,,,622.60,,,
PI,Teresina,Centro Universitário Cenecista de Osório - Unicnec - UNICNEC,POLO - TERESINA - Teresina,Marketing,Tecnológico,Curso a Distância,333.00,1,,,,558.52,,,
PI,Teresina,Centro Universitário Internacional - Uninter - UNINTER,PÓLO EAD - TERESINA (PAISSANDÚ) - Centro,Marketing,Tecnológico,Curso a Distância,270.00,1,,,,540.22,,,
PI,Teresina,Universidade Paulista - UNIP,TERESINA II - Centro,Marketing,Tecnológico,Curso a Distância,269.00,1,,,,561.02,,,
PI,Esperantina,Universidade Pitágoras Unopar,ESPERANTINA/PI (1051550) - Centro,Matemática,Licenciatura,Curso a Distância,239.00,2,1,,,656.80,571.36,,
PI,Picos,Centro Universitário Internacional - Uninter - UNINTER,PAP PICOS - Canto da Várzea,Matemática,Licenciatura,Curso a Distância,239.00,1,,,,592.20,,,
PI,Teresina,Centro Universitário Cenecista de Osório - Unicnec - UNICNEC,POLO - TERESINA - Teresina,Matemática,Licenciatura,Curso a Distância,333.00,1,,,,585.56,,,
PI,Parnaiba,"Faculdade de Ciências Humanas,Exatas e da Saúde do Piauí - FAHESP","CAMPUS PRINCIPAL / FAHESP- FACULDADE DE CIÊNCIAS HUMANAS, EXATAS E DA SAÚDE DO PIAUÍ - Sabiazal",Medicina,Bacharelado,Integral,8402.00,4,1,,,772.82,739.86,,
PI,Teresina,Centro Universitário Uninovafapi - UNINOVAFAPI,CAMPUS - TERESINA - URUGUAI - Uruguai,Medicina,Bacharelado,Integral,6737.50,10,4,,,766.22,748.98,,
PI,Teresina,Centro Universitário Uninovafapi - UNINOVAFAPI,CAMPUS - TERESINA - URUGUAI - Uruguai,Nutrição,Bacharelado,Vespertino,653.00,1,1,,,648.04,642.94,,
PI,Teresina,Faculdade Estácio de Teresina - ESTÁCIO TERESINA,TERESINA - São João,Nutrição,Bacharelado,Matutino,855.71,7,3,,,615.50,586.86,,
PI,Teresina,Faculdade Estácio de Teresina - ESTÁCIO TERESINA,TERESINA - São João,Nutrição,Bacharelado,Vespertino,855.71,5,2,,,613.36,588.00,,
PI,Teresina,Faculdade Santo Agostinho - FSA,UNIDADE  - TERESINA - SAO PEDRO - Sao Pedro,Nutrição,Bacharelado,Vespertino,694.37,,,,10,,,580.86,
PI,Teresina,Faculdade Uninassau Aliança,CAMPUS  - TERESINA - CENTRO - Centro,Nutrição,Bacharelado,Matutino,768.69,8,3,,,614.74,605.98,,
PI,Teresina,Faculdade Uninassau Teresina,CAMPUS  - TERESINA - JOQUEI CLUBE - Joquei Clube,Nutrição,Bacharelado,Matutino,767.35,7,3,,,602.46,602.38,,
PI,Teresina,Faculdade Uninassau Teresina,CAMPUS  - TERESINA - JOQUEI CLUBE - Joquei Clube,Nutrição,Bacharelado,Noturno,767.35,3,1,,,643.44,611.10,,
PI,Floriano,Faculdade de Ensino Superior de Floriano - FAESF,ARUDA BUCAR - REDE NOVA,Odontologia,Bacharelado,Matutino,1921.18,1,1,1,,675.96,687.40,622.28,
PI,Teresina,Centro Universitário Uninovafapi - UNINOVAFAPI,CAMPUS - TERESINA - URUGUAI - Uruguai,Odontologia,Bacharelado,Matutino,2141.10,3,1,,,725.60,701.80,,
PI,Teresina,Faculdade Santo Agostinho - FSA,ANEXO I - Vermelha,Odontologia,Bacharelado,Noturno,1852.50,1,1,1,1,695.12,730.10,644.30,656.10
PI,Teresina,Faculdade Santo Agostinho - FSA,ANEXO I - Vermelha,Odontologia,Bacharelado,Integral,1852.50,1,1,1,1,706.20,716.86,664.76,668.14
PI,Teresina,Faculdade Uninassau Aliança,CAMPUS  - TERESINA - CENTRO - Centro,Odontologia,Bacharelado,Matutino,2127.05,6,2,,,684.62,672.32,,
PI,Teresina,Faculdade Uninassau Aliança,CAMPUS  - TERESINA - CENTRO - Centro,Odontologia,Bacharelado,Noturno,2127.05,8,3,,,676.62,659.02,,
PI,Agua Branca,Centro Universitário Leonardo da VInci - UNIASSELVI,POLO DE APOIO PRESENCIAL DE ÁGUA BRANCA/PI - Centro,Pedagogia,Licenciatura,Curso a Distância,308.00,2,1,,,521.70,530.02,,
PI,Agua Branca,Faculdade Superior de Ensino Programus - ISEPRO,UNIDADE SEDE - ISEPRO - Centro,Pedagogia,Licenciatura,Matutino,249.00,1,1,,3,555.92,575.92,509.40,
PI,Agua Branca,Faculdade Superior de Ensino Programus - ISEPRO,UNIDADE SEDE - ISEPRO - Centro,Pedagogia,Licenciatura,Noturno,249.00,0,1,,3,604.20,,528.82,
PI,Barras,Centro Universitário Leonardo da VInci - UNIASSELVI,POLO DE APOIO PRESENCIAL DE BARRAS/PI - Centro,Pedagogia,Licenciatura,Curso a Distância,308.00,2,1,,,554.90,586.36,,
PI,Campo Maior,Universidade Pitágoras Unopar,CAMPO MAIOR/PI (1051676) - Centro,Pedagogia,Licenciatura,Curso a Distância,209.00,1,,,,616.96,,,
PI,Canto do Buriti,Instituto Superior de Educação do Sul do Piauí - ISESPI,CAMPUS  - CANTO DO BURITI - CENTRO - Centro,Pedagogia,Licenciatura,Matutino,225.00,2,1,,,571.08,538.44,,
PI,Canto do Buriti,Instituto Superior de Educação do Sul do Piauí - ISESPI,CAMPUS  - CANTO DO BURITI - CENTRO - Centro,Pedagogia,Licenciatura,Vespertino,225.00,1,1,,,561.62,546.12,,
PI,Canto do Buriti,Instituto Superior de Educação do Sul do Piauí - ISESPI,CAMPUS  - CANTO DO BURITI - CENTRO - Centro,Pedagogia,Licenciatura,Noturno,225.00,0,1,,,550.68,,,
PI,Esperantina,Universidade Pitágoras Unopar,ESPERANTINA/PI (1051550) - Centro,Pedagogia,Licenciatura,Curso a Distância,239.00,3,1,,,546.66,538.10,,
PI,Floriano,Instituto Superior de Educação São Judas Tadeu - ISESJT,UNIDADE SEDE - Centro,Pedagogia,Licenciatura,Matutino,319.00,5,2,,40,556.74,533.20,456.38,
PI,Floriano,Instituto Superior de Educação São Judas Tadeu - ISESJT,UNIDADE SEDE - Centro,Pedagogia,Licenciatura,Vespertino,319.00,5,2,,40,541.30,535.42,450.00,
PI,Floriano,Instituto Superior de Educação São Judas Tadeu - ISESJT,UNIDADE SEDE - Centro,Pedagogia,Licenciatura,Noturno,319.00,5,2,,40,553.12,533.42,490.56,
PI,Parnaiba,Centro Universitário Leonardo da VInci - UNIASSELVI,POLO DE APOIO PRESENCIAL DE PARNAÍBA/PI - Centro,Pedagogia,Licenciatura,Curso a Distância,308.00,2,1,,,600.06,597.62,,
PI,Parnaiba,Faculdade Uninassau Parnaíba,FACULDADE PIAUIENSE - Floriópolis,Pedagogia,Licenciatura,Noturno,457.44,2,1,,,589.42,601.62,,
PI,Picos,Centro Universitário Leonardo da VInci - UNIASSELVI,POLO DE APOIO PRESENCIAL DE PICOS/PI - Junco,Pedagogia,Licenciatura,Curso a Distância,308.00,2,1,,,570.82,574.66,,
PI,Picos,Instituto de Educação Superior Raimundo Sá - IESRSA,INSTITUTO DE EDUCAÇÃO SUPERIOR RAIMUNDO SÁ - Altamira,Pedagogia,Licenciatura,Vespertino,189.00,1,,,,577.52,,,
PI,Picos,Instituto de Educação Superior Raimundo Sá - IESRSA,INSTITUTO DE EDUCAÇÃO SUPERIOR RAIMUNDO SÁ - Altamira,Pedagogia,Licenciatura,Noturno,189.00,1,1,,,576.48,575.12,,
PI,Piripiri,Universidade Pitágoras Unopar,PIRIPIRI/PI (1051586) - Centro,Pedagogia,Licenciatura,Curso a Distância,229.00,3,1,,,608.94,564.50,,
PI,Sao Raimundo Nonato,Centro Universitário Leonardo da VInci - UNIASSELVI,POLO DE APOIO PRESENCIAL DE SÃO RAIMUNDO NONATO/PI - Santa Fé,Pedagogia,Licenciatura,Curso a Distância,308.00,1,1,,,527.72,539.02,,
PI,Teresina,Centro Universitário Cenecista de Osório - Unicnec - UNICNEC,POLO - TERESINA - Teresina,Pedagogia,Licenciatura,Curso a Distância,333.00,1,1,,,537.72,512.66,,
PI,Teresina,Centro Universitário Internacional - Uninter - UNINTER,POLO DE APOIO PRESENCIAL - TERESINHA (PAISSANDÚ) - Centro,Pedagogia,Licenciatura,Curso a Distância,270.00,1,,,,540.60,,,
PI,Teresina,Centro Universitário Leonardo da VInci - UNIASSELVI,POLO DE APOIO PRESENCIAL DE TERESINA/PI - UNIDADE 1 - Monte Castelo,Pedagogia,Licenciatura,Curso a Distância,308.00,1,1,,,523.32,535.52,,
PI,Teresina,Centro Universitário Leonardo da VInci - UNIASSELVI,POLO DE APOIO PRESENCIAL DE TERESINA/PI - UNIDADE 2 - Nossa Senhora das Graças,Pedagogia,Licenciatura,Curso a Distância,308.00,4,2,,,544.10,540.20,,
PI,Teresina,Faculdade do Piauí - FAPI,CAMPUS  - TERESINA - FÁTIMA - Fátima,Pedagogia,Licenciatura,Noturno,430.76,2,1,,,569.64,557.18,,
PI,Teresina,Faculdade do Piauí - FAPI,CAMPUS  - TERESINA - FÁTIMA - Fátima,Pedagogia,Licenciatura,Matutino,414.36,2,1,,,586.86,588.52,,
PI,Teresina,Faculdade Uninassau Teresina,CAMPUS  - TERESINA - JOQUEI CLUBE - Joquei Clube,Pedagogia,Licenciatura,Noturno,413.17,10,4,,,569.84,573.28,,
PI,Teresina,Faculdade Uninassau Teresina,CAMPUS  - TERESINA - JOQUEI CLUBE - Joquei Clube,Pedagogia,Licenciatura,Matutino,391.03,6,2,,,589.92,578.76,,
PI,Teresina,Faculdade Unirb - Piauí,CAMPUS PRINCIPAL - Centro,Pedagogia,Licenciatura,Matutino,320.00,1,,2,1,567.60,,570.58,549.68
PI,Teresina,Faculdade Unirb - Piauí,CAMPUS PRINCIPAL - Centro,Pedagogia,Licenciatura,Noturno,320.00,1,,2,1,533.86,,548.46,552.50
PI,Teresina,Universidade Paulista - UNIP,TERESINA I - Centro,Pedagogia,Licenciatura,Curso a Distância,169.00,18,7,,,552.88,541.58,,
PI,Teresina,Universidade Paulista - UNIP,TERESINA II - Centro,Pedagogia,Licenciatura,Curso a Distância,259.00,1,,,,529.00,,,
PI,Teresina,Universidade Pitágoras Unopar,TERESINA/PI (1051619) - Centro,Pedagogia,Licenciatura,Curso a Distância,239.00,4,1,,,565.46,543.92,,
PI,Agua Branca,Centro Universitário Leonardo da VInci - UNIASSELVI,POLO DE APOIO PRESENCIAL DE ÁGUA BRANCA/PI - Centro,Processos Gerenciais,Tecnológico,Curso a Distância,308.00,1,1,,,570.92,518.46,,
PI,Parnaiba,Faculdade Regional Brasileira - Parnaíba,UNIDADE SEDE - Piauí,Processos Gerenciais,Tecnológico,Matutino,480.00,1,,2,1,617.78,,572.86,563.90
PI,Parnaiba,Faculdade Regional Brasileira - Parnaíba,UNIDADE SEDE - Piauí,Processos Gerenciais,Tecnológico,Noturno,480.00,1,,2,1,598.64,,550.30,517.10
PI,Teresina,Centro Universitário Cenecista de Osório - Unicnec - UNICNEC,POLO - TERESINA - Teresina,Processos Gerenciais,Tecnológico,Curso a Distância,333.00,1,,,,539.52,,,
PI,Teresina,Centro Universitário Internacional - Uninter - UNINTER,PÓLO EAD - TERESINA (PAISSANDÚ) - Centro,Processos Gerenciais,Tecnológico,Curso a Distância,270.00,1,,,,533.38,,,
PI,Teresina,Instituto de Ensino Superior de Teresina - IEST,FATIMA - Fátima,Produção Gráfica Digital,Tecnológico,Noturno,473.60,2,1,,,617.96,550.28,,
PI,Teresina,Instituto de Ensino Superior de Teresina - IEST,FATIMA - Fátima,Produção Multimídia,Tecnológico,Noturno,473.60,2,1,,,583.94,580.22,,
PI,Teresina,Instituto de Ensino Superior de Teresina - IEST,FATIMA - Fátima,Produção Multimídia,Tecnológico,Matutino,473.60,2,1,,,585.52,573.86,,
PI,Parnaiba,Faculdade Regional Brasileira - Parnaíba,UNIDADE SEDE - Piauí,Psicologia,Bacharelado,Matutino,715.00,1,,3,1,611.92,,590.94,554.08
PI,Parnaiba,Faculdade Regional Brasileira - Parnaíba,UNIDADE SEDE - Piauí,Psicologia,Bacharelado,Noturno,715.00,1,1,2,1,626.02,619.22,593.02,575.70
PI,Parnaiba,Faculdade Uninassau Parnaíba,FACULDADE PIAUIENSE - Floriópolis,Psicologia,Bacharelado,Noturno,855.85,4,2,,,631.62,633.68,,
PI,Teresina,Faculdade Integral Diferencial - FACID,UNIDADE SEDE - Horto Florestal,Psicologia,Bacharelado,Matutino,933.22,,,,18,,,581.02,
PI,Teresina,Faculdade Integral Diferencial - FACID,UNIDADE SEDE - Horto Florestal,Psicologia,Bacharelado,Vespertino,933.22,,,,18,,,573.64,
PI,Teresina,Faculdade Santo Agostinho - FSA,UNIDADE  - TERESINA - SAO PEDRO - Sao Pedro,Psicologia,Bacharelado,Noturno,884.37,,,,10,,,605.08,
PI,Teresina,Faculdade Uninassau Aliança,CAMPUS  - TERESINA - CENTRO - Centro,Psicologia,Bacharelado,Matutino,832.57,8,3,,,627.24,631.20,,
PI,Teresina,Faculdade Uninassau Teresina,CAMPUS  - TERESINA - JOQUEI CLUBE - Joquei Clube,Psicologia,Bacharelado,Noturno,896.71,4,1,,,647.68,621.72,,
PI,Teresina,Faculdade Uninassau Teresina,CAMPUS  - TERESINA - JOQUEI CLUBE - Joquei Clube,Psicologia,Bacharelado,Matutino,832.58,4,2,,,642.44,616.88,,
PI,Parnaiba,Faculdade Regional Brasileira - Parnaíba,UNIDADE SEDE - Piauí,Radiologia,Tecnológico,Noturno,570.00,1,1,3,1,601.56,574.42,554.08,545.46
PI,Teresina,Centro Universitário Uninovafapi - UNINOVAFAPI,CAMPUS - TERESINA - URUGUAI - Uruguai,Radiologia,Tecnológico,Noturno,661.65,4,2,,,616.10,607.00,,
PI,Teresina,Faculdade Integral Diferencial - FACID,UNIDADE SEDE - Horto Florestal,Radiologia,Tecnológico,Matutino,666.75,,,,18,,,561.62,
PI,Teresina,Faculdade Uninassau Teresina,CAMPUS  - TERESINA - JOQUEI CLUBE - Joquei Clube,Radiologia,Tecnológico,Noturno,619.49,4,1,,,587.50,597.34,,
PI,Teresina,Faculdade Integral Diferencial - FACID,UNIDADE SEDE - Horto Florestal,Redes de Computadores,Tecnológico,Matutino,617.99,1,,,,574.04,,,
PI,Teresina,Faculdade Integral Diferencial - FACID,UNIDADE SEDE - Horto Florestal,Redes de Computadores,Tecnológico,Noturno,617.99,,,,18,,,510.32,
PI,Teresina,Instituto de Ensino Superior de Teresina - IEST,FATIMA - Fátima,Redes de Computadores,Tecnológico,Matutino,473.60,1,1,,,620.56,578.68,,
PI,Teresina,Instituto de Ensino Superior de Teresina - IEST,FATIMA - Fátima,Redes de Computadores,Tecnológico,Noturno,473.60,2,1,,,591.94,580.14,,
PI,Floriano,Centro Universitário Internacional - Uninter - UNINTER,FLORIANO - Irapuá I,Secretariado,Tecnológico,Curso a Distância,253.00,1,,,,563.12,,,
PI,Teresina,Centro Universitário Internacional - Uninter - UNINTER,PÓLO EAD - TERESINA (PAISSANDÚ) - Centro,Secretariado,Tecnológico,Curso a Distância,253.00,1,,,,542.76,,,
PI,Teresina,Faculdade Integral Diferencial - FACID,UNIDADE SEDE - Horto Florestal,Segurança da Informação,Tecnológico,Noturno,617.99,1,,,,590.72,,,
PI,Teresina,Universidade Paulista - UNIP,TERESINA I - Centro,Segurança no Trabalho,Tecnológico,Curso a Distância,169.00,10,3,,,564.56,559.06,,
PI,Agua Branca,Faculdade Superior de Ensino Programus - ISEPRO,UNIDADE SEDE - ISEPRO - Centro,Serviço Social,Bacharelado,Noturno,299.00,0,1,,3,586.24,,534.94,
PI,Bom Jesus,Universidade Pitágoras Unopar,BOM JESUS/PI (1051532) - Centro,Serviço Social,Bacharelado,Curso a Distância,229.00,4,1,,,572.46,547.44,,
PI,Campo Maior,Universidade Pitágoras Unopar,CAMPO MAIOR/PI (1051676) - Centro,Serviço Social,Bacharelado,Curso a Distância,269.00,3,1,,,579.34,548.56,,
PI,Esperantina,Universidade Pitágoras Unopar,ESPERANTINA/PI (1051550) - Centro,Serviço Social,Bacharelado,Curso a Distância,269.00,7,2,,,533.86,522.64,,
PI,Floriano,Universidade Anhanguera - UNIDERP,FLORIANO/PI (2008480) - Centro,Serviço Social,Bacharelado,Curso a Distância,289.00,5,2,,,577.76,560.40,,
PI,Parnaiba,Faculdade Uninassau Parnaíba,FACULDADE PIAUIENSE - Floriópolis,Serviço Social,Bacharelado,Noturno,530.88,2,1,,,600.98,598.82,,
PI,Picos,Centro Universitário Internacional - Uninter - UNINTER,PAP PICOS - Canto da Várzea,Serviço Social,Bacharelado,Curso a Distância,288.00,1,,,,591.36,,,
PI,Picos,Instituto de Educação Superior Raimundo Sá - IESRSA,INSTITUTO DE EDUCAÇÃO SUPERIOR RAIMUNDO SÁ - Altamira,Serviço Social,Bacharelado,Matutino,312.50,1,1,,,636.24,601.44,,
PI,Picos,Instituto de Educação Superior Raimundo Sá - IESRSA,INSTITUTO DE EDUCAÇÃO SUPERIOR RAIMUNDO SÁ - Altamira,Serviço Social,Bacharelado,Noturno,312.50,1,1,,,603.10,609.16,,
PI,Picos,Universidade Pitágoras Unopar,PICOS/PI II (1051585) - Catavento,Serviço Social,Bacharelado,Curso a Distância,259.00,8,3,,,594.42,569.34,,
PI,Piripiri,Christus Faculdade do Piauí - CHRISFAPI,UNIDADE SEDE - Fonte dos Matos,Serviço Social,Bacharelado,Noturno,610.32,3,1,4,11,660.70,619.62,551.92,541.48
PI,Piripiri,Universidade Pitágoras Unopar,PIRIPIRI/PI (1051586) - Centro,Serviço Social,Bacharelado,Curso a Distância,309.00,7,2,,,585.70,556.76,,
PI,Sao Raimundo Nonato,Universidade Pitágoras Unopar,SAO RAIMUNDO NONATO/PI (1051608) - Centro,Serviço Social,Bacharelado,Curso a Distância,229.00,6,2,,,549.20,539.76,,
PI,Teresina,Centro Universitário Uninovafapi - UNINOVAFAPI,COLÉGIO CPI - CENTRO,Serviço Social,Bacharelado,Curso a Distância,290.00,1,,,,538.12,,,
PI,Teresina,"Faculdade de Tecnologia, Educação Superior e Profissional - FATESP",CAMPUS PRINCIPAL - Centro,Serviço Social,Bacharelado,Matutino,375.25,1,,,,577.52,,,
PI,Teresina,"Faculdade de Tecnologia, Educação Superior e Profissional - FATESP",CAMPUS PRINCIPAL - Centro,Serviço Social,Bacharelado,Noturno,375.25,1,,,,542.42,,,
PI,Teresina,Faculdade do Piauí - FAPI,CAMPUS  - TERESINA - FÁTIMA - Fátima,Serviço Social,Bacharelado,Noturno,430.76,10,4,,,574.70,566.84,,
PI,Teresina,Faculdade do Piauí - FAPI,CAMPUS  - TERESINA - FÁTIMA - Fátima,Serviço Social,Bacharelado,Matutino,414.36,2,1,,,596.78,576.78,,
PI,Teresina,Faculdade Uninassau Aliança,CAMPUS  - TERESINA - CENTRO - Centro,Serviço Social,Bacharelado,Matutino,576.00,3,1,,,627.54,601.56,,
PI,Teresina,Faculdade Unirb - Piauí,CAMPUS PRINCIPAL - Centro,Serviço Social,Bacharelado,Matutino,450.00,1,,2,1,577.60,,557.06,572.30
PI,Teresina,Faculdade Unirb - Piauí,CAMPUS PRINCIPAL - Centro,Serviço Social,Bacharelado,Noturno,450.00,1,,2,1,578.94,,541.08,526.84
PI,Teresina,Universidade Anhanguera - UNIDERP,TERESINA/PI (7239) - Itararé,Serviço Social,Bacharelado,Curso a Distância,209.00,2,1,,,541.34,532.52,,
PI,Teresina,Universidade Anhanguera - UNIDERP,TERESINA/PI II(2008394) - Dirceu II,Serviço Social,Bacharelado,Curso a Distância,209.00,10,3,,,545.04,533.56,,
PI,Teresina,Universidade Paulista - UNIP,TERESINA I - Centro,Serviço Social,Bacharelado,Curso a Distância,249.00,12,4,,,563.60,543.30,,
PI,Teresina,Universidade Paulista - UNIP,TERESINA II - Centro,Serviço Social,Bacharelado,Curso a Distância,319.00,1,1,,,572.08,539.46,,
PI,Parnaiba,Faculdade Uninassau Parnaíba,FACULDADE PIAUIENSE - Floriópolis,Sistema de Informação,Bacharelado,Noturno,619.75,5,2,,,627.94,576.10,,
PI,Teresina,Centro de Ensino Unificado do Piauí - Ceupi - CEUPI,CENTRO DE ENSINO UNIFICADO DO PIAUÍ - CEUPI - Jockey Club,Sistemas de Informação,Bacharelado,Vespertino,669.60,1,1,3,51,581.70,577.80,450.00,504.72
PI,Teresina,Centro de Ensino Unificado do Piauí - Ceupi - CEUPI,CENTRO DE ENSINO UNIFICADO DO PIAUÍ - CEUPI - Jockey Club,Sistemas de Informação,Bacharelado,Noturno,669.60,1,1,3,51,587.46,565.20,450.00,514.46
PI,Teresina,Centro Universitário Cenecista de Osório - Unicnec - UNICNEC,POLO - TERESINA - Teresina,Sistemas de Informação,Bacharelado,Curso a Distância,333.00,1,,,,571.36,,,
PI,Teresina,Faculdade Integral Diferencial - FACID,UNIDADE SEDE - Horto Florestal,Sistemas de Informação,Bacharelado,Matutino,835.33,1,,,,561.76,,,
PI,Teresina,Faculdade Integral Diferencial - FACID,UNIDADE SEDE - Horto Florestal,Sistemas de Informação,Bacharelado,Noturno,835.33,,,,18,,,470.42,
PI,Teresina,Faculdade Uninassau Teresina,CAMPUS  - TERESINA - JOQUEI CLUBE - Joquei Clube,Sistemas de Informação,Bacharelado,Noturno,619.49,3,1,,,587.56,585.14,,
PI,Floriano,Centro Universitário Internacional - Uninter - UNINTER,PAP FLORIANO - Centro,Sociologia,Licenciatura,Curso a Distância,230.00,,,1,,,,562.44,
PI,Teresina,Universidade Paulista - UNIP,TERESINA II - Centro,Sociologia,Licenciatura,Curso a Distância,149.00,1,,,,573.32,,,
PI,Floriano,Centro Universitário Claretiano - Ceuclar - CEUCLAR,POLO CLARETIANO DE FLORIANO - Centro,Teologia,Bacharelado,Curso a Distância,411.20,1,,,,614.32,,,
PI,Teresina,Centro Universitário Cenecista de Osório - Unicnec - UNICNEC,POLO - TERESINA - Teresina,Teologia,Bacharelado,Curso a Distância,333.00,1,,,,625.92,,,
PI,Teresina,Faculdade Integral Diferencial - FACID,UNIDADE SEDE - Horto Florestal,Terapia Ocupacional,Bacharelado,Matutino,913.63,1,,,,606.30,,,
PI,Teresina,Faculdade Integral Diferencial - FACID,UNIDADE SEDE - Horto Florestal,Terapia Ocupacional,Bacharelado,Vespertino,913.63,,,,18,,,520.88,
PI,Teresina,Faculdade de Administração de Teresina - FAT,FÁTIMA - FÁTIMA,Turismo,Bacharelado,Noturno,409.11,2,1,,,559.98,560.80,,
PI,Teresina,Faculdade do Piauí - FAPI,CAMPUS  - TERESINA - FÁTIMA - Fátima,Turismo,Bacharelado,Matutino,387.47,2,1,,,563.22,559.54,,
